"Species","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Phalanger alexandrae",1846.67,"1846.67","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phalanger matanim",1550,"1550","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Spilocuscus rufoniger",6000,"6000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Spilocuscus kraemeri",5535.39,"5535.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Spilocuscus maculatus",5106.75,"5106.75","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Spilocuscus papuensis",5535.39,"5535.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Strigocuscus celebensis",500,"500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Strigocuscus pelengensis",500,"500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichosurus arnhemensis",1300,"1300","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichosurus caninus",3500,"3500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichosurus cunninghami",2293.08,"2293.08","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichosurus johnstonii",2293.08,"2293.08","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichosurus vulpecula",2650,"2650","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Wyulda squamicaudata",1675,"1675","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hemibelideus lemuroides",952.5,"952.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petauroides volans",1300,"1300","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petropseudes dahli",1640,"1640","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudocheirus peregrinus",900,"900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus caroli",456.02,"456.02","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus schlegeli",255.44,"255.44","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus mayeri",151.75,"151.75","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus larvatus",448.3,"448.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus herbertensis",1098.34,"1098.34","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus forbesi",639.16,"639.16","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus cinereus",977.48,"977.48","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirulus canescens",300,"300","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirops albertisii",784.85,"784.85","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirops archeri",1091.5,"1091.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirops corinnae",1123,"1123","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirops coronatus",1500,"1500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudochirops cupreus",1724.5,"1724.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylopsila tatei",252,"252","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylopsila trivirgata",413.53,"413.53","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylopsila palpator",398,"398","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylopsila megalura",277.74,"277.74","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Gymnobelideus leadbeateri",127,"127","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petaurus abidi",278,"278","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petaurus breviceps",106.28,"106.28","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petaurus norfolcensis",230,"230","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petaurus australis",575,"575","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petaurus gracilis",353,"353","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petaurus biacensis",90.98,"90.98","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tarsipes rostratus",9,"9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Acrobates pygmaeus",12,"12","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Distoechurus pennatus",44.1,"44.1","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagorchestes leporides",3000,"3000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagorchestes hirsutus",1265,"1265","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagorchestes conspicillatus",3050,"3050","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagorchestes asomatus",1500,"1500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus fuliginosus",22000,"22000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus giganteus",25875,"25875","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus parryi",13500,"13500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus dorsalis",11250,"11250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus eugenii",6500,"6500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus greyi",10000,"10000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Notamacropus parma",4500,"4500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus agilis",15000,"15000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Notamacropus rufogriseus",16850,"16850","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus irma",8000,"8000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus antilopinus",27250,"27250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus robustus",21262.5,"21262.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macropus bernardus",17000,"17000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Osphranter rufus",46250,"46250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus inustus",13031.25,"13031.25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus lumholtzi",6750,"6750","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus matschiei",6960,"6960","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus mbaiso",9395.06,"9395.06","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus pulcherrimus",9511.11,"9511.11","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus scottae",10375,"10375","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus spadix",9100,"9100","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus stellarum",9511.11,"9511.11","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus ursinus",13250,"13250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus bennettianus",10950,"10950","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus dorianus",9581,"9581","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrolagus goodfellowi",8025,"8025","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dorcopsis luctuosa",6352,"6352","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dorcopsis muelleri",5500,"5500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dorcopsis hageni",5500,"5500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dorcopsis atrata",5916.5,"5916.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dorcopsulus vanheurni",1785.75,"1785.75","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dorcopsulus macleayi",2988,"2988","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Onychogalea unguifera",6650,"6650","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Onychogalea lunata",3500,"3500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Onychogalea fraenata",5500,"5500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale purpureicollis",5850,"5850","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale coenensis",4123.14,"4123.14","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale burbidgei",1258,"1258","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale brachyotis",4050,"4050","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale assimilis",4500,"4500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale godmani",4750,"4750","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale xanthopus",8500,"8500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale sharmani",4123.14,"4123.14","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale herberti",4123.14,"4123.14","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale inornata",4600,"4600","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale lateralis",4625,"4625","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale mareeba",4123.14,"4123.14","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale concinna",1400,"1400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale persephone",6200,"6200","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale rothschildi",3400,"3400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrogale penicillata",7100,"7100","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Setonix brachyurus",3250,"3250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale calabyi",4326.13,"4326.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale browni",5478,"5478","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale thetis",5400,"5400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale stigmatica",4600,"4600","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale lanatus",4758.79,"4758.79","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale brunii",3620,"3620","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thylogale billardierii",5450,"5450","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Wallabia bicolor",15000,"15000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagostrophus fasciatus",1700,"1700","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hypsiprymnodon moschatus",520,"520","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Aepyprymnus rufescens",3250,"3250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bettongia lesueur",1500,"1500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bettongia penicillata",1300,"1300","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bettongia tropica",1256.58,"1256.58","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bettongia gaimardi",1660,"1660","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Caloprymnus campestris",900,"900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Potorous platyops",500,"500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Potorous gilbertii",1569.46,"1569.46","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Potorous longipes",1900,"1900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Potorous tridactylus",1100,"1100","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Geogale aurita",7,"7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale mergulus",78.6,"78.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale longicaudata",7.3,"7.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale thomasi",22.9,"22.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nesogale talazaci",48,"48","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale taiva",12.4,"12.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale soricoides",18.7,"18.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale pusilla",3.4,"3.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale principula",10.2,"10.2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale parvula",3.4,"3.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale monticola",13.9,"13.9","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale gymnorhyncha",18.2,"18.2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale gracilis",23.3,"23.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale fotsifotsy",7.7,"7.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale dryas",40,"40","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale drouhardi",10.5,"10.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nesogale dobsoni",38,"38","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale cowani",13.8,"13.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale brevicaudata",11.3,"11.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microgale nasoloi",13.83,"13.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Oryzorictes hova",36.5,"36.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Oryzorictes tetradactylus",36,"36","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Micropotamogale lamottei",69.6,"69.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Micropotamogale ruwenzorii",98.5,"98.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Potamogale velox",659.99,"659.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Echinops telfairi",180,"180","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hemicentetes semispinosus",137.8,"137.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hemicentetes nigriceps",102.99,"102.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Setifer setosus",294,"294","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tenrec ecaudatus",868,"868","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Carpitalpa arendsi",52.34,"52.34","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chlorotalpa duthieae",49.7,"49.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chlorotalpa sclateri",41,"41","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chrysochloris asiatica",49,"49","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chrysochloris visagiei",30,"30","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chrysochloris stuhlmanni",39.8,"39.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chrysospalax trevelyani",426.5,"426.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chrysospalax villosus",119.88,"119.88","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptochloris zyli",25,"25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cryptochloris wintoni",25,"25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eremitalpa granti",26.1,"26.1","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Amblysomus corriae",52.6,"52.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Amblysomus hottentotus",52.6,"52.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Amblysomus marleyi",52.6,"52.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Amblysomus robustus",52.6,"52.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Amblysomus septentrionalis",52.6,"52.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Calcochloris obtusirostris",24.05,"24.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Calcochloris leucorhinus",49.7,"49.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Calcochloris tytonis",49.7,"49.7","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Neamblysomus julianae",21.99,"21.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Neamblysomus gunningi",35.84,"35.84","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus rupestris",66.4,"66.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus brachyrhynchus",47.5,"47.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus edwardii",48,"48","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus fuscipes",57,"57","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus fuscus",52.56,"52.56","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus intufi",49.5,"49.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus myurus",52.4,"52.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus revoili",32.5,"32.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus rozeti",48,"48","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephantulus rufescens",37.5,"37.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Macroscelides proboscideus",38.2,"38.2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Petrodromus tetradactylus",187.5,"187.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Rhynchocyon chrysopygus",540,"540","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Rhynchocyon cirnei",490,"490","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Rhynchocyon petersi",424,"424","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Orycteropus afer",52350.4,"52350.4","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrohyrax arboreus",2949.99,"2949.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrohyrax dorsalis",3175,"3175","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Heterohyrax brucei",2625,"2625","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Procavia capensis",3029.98,"3029.98","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Elephas maximus",2915040,"2915040","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Loxodonta africana",3940034.28,"3940034.28","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Loxodonta cyclotis",4750000.01,"4750000.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dugong dugon",310000,"310000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichechus inunguis",480000,"480000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichechus manatus",433333,"433333","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trichechus senegalensis",454000,"454000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus septemcinctus",1526.65,"1526.65","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus yepesi",2785.87,"2785.87","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus sabanicola",1150.01,"1150.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus pilosus",4444.98,"4444.98","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus novemcinctus",4203.78,"4203.78","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus kappleri",9500,"9500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasypus hybridus",1500,"1500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Calyptophractus retusus",129.99,"129.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chaetophractus nationi",2150.01,"2150.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chaetophractus vellerosus",1030.01,"1030.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chaetophractus villosus",4540.04,"4540.04","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chlamyphorus truncatus",44.3,"44.3","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
