Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
left_LGN_volume_mm3,LEFT lateral geniculate nucleus volume in mm3; printed in mm3 and used as printed,Corpus_geniculatum_laterale,Vol.mm3,,secondary,Apes & humans + M. fascicularis,deSousa_etal_2009_Table1,"SECONDARY - not merged; the same measurement as deSousa_etal_2010_Table1 left_LGN_volume_cm3, here at whole-mm3 precision. This is the table that confirms ma22 = 46 mm3, which 2010 printed as 0. LEFT hemisphere, printed UNDOUBLED - see Method:laterality",Table 1 col 11
optic_nerve_csa_mm2,optic nerve (nervus opticus) cross-sectional area in mm2,,Area.mm2,,secondary,Apes & humans + M. fascicularis,deSousa_etal_2009_Table1,"SECONDARY - not merged. Footnote f: species mean data from Stephan and Frahm 1981, so the value repeats within a species (Homo 22.8; Pan troglodytes 16.0). Structure deliberately left blank: neither the optic nerve nor the eye has an entry in ../_keys/anatomy_reference.csv (only Tractus_opticus, a different structure), and a secondary column should not be what invents a canonical name",Table 1 col 12 (footnote f)
eye_half_surface_area_mm2,half surface area of the eye in mm2,,Area.mm2,,secondary,Apes & humans + M. fascicularis,deSousa_etal_2009_Table1,"SECONDARY - not merged. Footnote f: species mean data from Stephan and Frahm 1981; repeats within a species. Structure deliberately left blank - see the optic nerve row",Table 1 col 13 (footnote f)
body_mass_substituted,TRUE where the printed body mass is a published species mean (footnote a/c/d) rather than this specimen's mass,,,,info,,deSousa_etal_2009_Table1,derived from footnote_ref by the R script,
brain_mass_substituted,TRUE where the printed brain mass is a published species mean (footnote d),,,,info,,deSousa_etal_2009_Table1,derived from footnote_ref by the R script; ptd only,
neocortex_substituted,TRUE where the printed neocortex volume is a combined-sex species mean (footnote b),,,,info,,deSousa_etal_2009_Table1,derived from footnote_ref by the R script; the two Homo rows only,
substitution_note,the footnote text behind the substitution flags,,,,note,,deSousa_etal_2009_Table1,,Table 1 footnotes a-d
source,source identifier,,,,info,,deSousa_etal_2009_Table1,,
Method:units,"body kg x 1000 -> g; brain g x 1000 -> mg; neocortex cm3 x 1000 -> mm3; left V1 and left LGN are printed in mm3 and pass through unchanged; the two area columns stay mm2",,,,method,,deSousa_etal_2009_Table1,__HOWTO_build_a_dataset_file.md section 6,
Method:laterality,"V1 and LGN are LEFT-hemisphere volumes printed UNDOUBLED: ""Included were sections from the left hemispheres of adult specimens."" The author-doubled (2 x left) figures for these species live in deSousa_etal_2010_SupTable2, not here.",,,,method,,deSousa_etal_2009_Table1,recorded in ../__merging_volumes/laterality_known.csv as side=left doubling=none required_suffix=_left,Specimens and Tissue Preparation
Method:EQ,"EQ = brain mass (g) / (11.22 x body mass (kg)^0.75), after Martin (1981) and Ruff et al. (1997). Recomputing it from the printed masses reproduces every printed EQ to within 0.055 (largest gap Hylobates lar 2.54 printed vs 2.485 recomputed), which is the expected effect of the masses being printed rounded.",,,,method,,deSousa_etal_2009_Table1,checked in comparison/deSousa_etal_2009_Table1_comparison_report_from_R.csv block C,Table 1 footnote e; Comparative Statistical Methods
Method:data_provenance,"Table 1 is the sample description for a cytoarchitectural (GLI) study: every macroanatomical column is re-used data, stated as such by the paper - ""In most cases, these data were available for the individual specimens (de Sousa et al., unpublished data), but where not available, species means were used from the literature (Stephan et al. 1981)."" The ""unpublished data"" became deSousa_etal_2010_Table1. The paper's own primary measurements (GLI values, relative laminar widths) are published only in Figures 5-7 and are not tabulated, so there is nothing primary to ingest from this item.",,,,method,,deSousa_etal_2009_Table1,"Data role = secondary in __ReadMe.xlsx; not added to __merging_volumes",Comparative Statistical Methods
