accepted_name,status,matched_tip,matched_via,candidate_source,family_expected,order_expected,n_auto_candidates,n_review_candidates,note
Colobus angolensis,matched_direct,Colobus_angolensis_CERCOPITHECIDAE_PRIMATES,Colobus angolensis,accepted_name,Cercopithecidae,Primates,1,0,
Condylura cristata,matched_direct,Condylura_cristata_TALPIDAE_EULIPOTYPHLA,Condylura cristata,accepted_name,Talpidae,Eulipotyphla,1,0,
Crocidura flavescens,matched_direct,Crocidura_flavescens_SORICIDAE_EULIPOTYPHLA,Crocidura flavescens,accepted_name,Soricidae,Eulipotyphla,1,1,
Crocidura hildegardeae,matched_direct,Crocidura_hildegardeae_SORICIDAE_EULIPOTYPHLA,Crocidura hildegardeae,accepted_name,Soricidae,Eulipotyphla,1,0,
Crocidura jacksoni,absent_from_tree,,,,Soricidae,Eulipotyphla,1,0,no candidate spelling occurs in the source tree
Crocidura russula,matched_direct,Crocidura_russula_SORICIDAE_EULIPOTYPHLA,Crocidura russula,accepted_name,Soricidae,Eulipotyphla,1,0,
Crocuta crocuta,matched_direct,Crocuta_crocuta_HYAENIDAE_CARNIVORA,Crocuta crocuta,accepted_name,Hyaenidae,Carnivora,1,0,
Cryptomys hottentotus,matched_direct,Cryptomys_hottentotus_BATHYERGIDAE_RODENTIA,Cryptomys hottentotus,accepted_name,Bathyergidae,Rodentia,1,0,
Cryptomys hottentotus natalensis,subspecies_of_matched_species,,,subspecies_parent,Bathyergidae,Rodentia,2,0,"parent species tip is held by Cryptomys hottentotus; a species-level tree cannot separate them, so this row is excluded from PGLS rather than duplicating the tip"
Cryptomys hottentotus pretoriae,subspecies_of_matched_species,,,subspecies_parent,Bathyergidae,Rodentia,2,0,"parent species tip is held by Cryptomys hottentotus; a species-level tree cannot separate them, so this row is excluded from PGLS rather than duplicating the tip"
Cynictis penicillata,matched_direct,Cynictis_penicillata_HERPESTIDAE_CARNIVORA,Cynictis penicillata,accepted_name,Herpestidae,Carnivora,1,0,
Damaliscus pygargus phillipsi,matched_subspecies_parent,Damaliscus_pygargus_BOVIDAE_CETARTIODACTYLA,Damaliscus pygargus,subspecies_parent,Bovidae,Artiodactyla,2,0,subspecies -> parent species: a species-level tree has no subspecies tip
Daubentonia madagascariensis,matched_direct,Daubentonia_madagascariensis_DAUBENTONIIDAE_PRIMATES,Daubentonia madagascariensis,accepted_name,Daubentoniidae,Primates,1,0,
Dendrohyrax dorsalis,matched_direct,Dendrohyrax_dorsalis_PROCAVIIDAE_HYRACOIDEA,Dendrohyrax dorsalis,accepted_name,Procaviidae,Hyracoidea,1,0,
Dendrolagus goodfellowi,matched_direct,Dendrolagus_goodfellowi_MACROPODIDAE_DIPROTODONTIA,Dendrolagus goodfellowi,accepted_name,Macropodidae,Diprotodontia,1,0,
Desmana moschata,matched_direct,Desmana_moschata_TALPIDAE_EULIPOTYPHLA,Desmana moschata,accepted_name,Talpidae,Eulipotyphla,1,0,
Didelphis aurita,matched_direct,Didelphis_aurita_DIDELPHIDAE_DIDELPHIMORPHIA,Didelphis aurita,accepted_name,Didelphidae,Didelphimorphia,1,0,
Didelphis marsupialis,matched_direct,Didelphis_marsupialis_DIDELPHIDAE_DIDELPHIMORPHIA,Didelphis marsupialis,accepted_name,Didelphidae,Didelphimorphia,1,0,
Echinops telfairi,matched_direct,Echinops_telfairi_TENRECIDAE_AFROSORICIDA,Echinops telfairi,accepted_name,Tenrecidae,Afrosoricida,1,0,
Echinosorex gymnura,matched_direct,Echinosorex_gymnura_ERINACEIDAE_EULIPOTYPHLA,Echinosorex gymnura,accepted_name,Erinaceidae,Eulipotyphla,1,0,
Elephantulus fuscipes,absent_from_tree,,,,Macroscelididae,Macroscelidea,1,0,no candidate spelling occurs in the source tree
Elephantulus myurus,matched_direct,Elephantulus_myurus_MACROSCELIDIDAE_MACROSCELIDEA,Elephantulus myurus,accepted_name,Macroscelididae,Macroscelidea,1,0,
Epomophorus wahlbergi,matched_direct,Epomophorus_wahlbergi_PTEROPODIDAE_CHIROPTERA,Epomophorus wahlbergi,accepted_name,Pteropodidae,Chiroptera,1,0,
Epomops franqueti,matched_direct,Epomops_franqueti_PTEROPODIDAE_CHIROPTERA,Epomops franqueti,accepted_name,Pteropodidae,Chiroptera,1,0,
Equus burchelli,matched_synonym,Equus_quagga_EQUIDAE_PERISSODACTYLA,Equus quagga,verified_bridge,Equidae,Perissodactyla,2,0,E. quagga is the senior synonym; bridge already documented in Wilman_etal_2014 README
Erinaceus europaeus,matched_direct,Erinaceus_europaeus_ERINACEIDAE_EULIPOTYPHLA,Erinaceus europaeus,accepted_name,Erinaceidae,Eulipotyphla,1,0,
Erythrocebus patas,matched_direct,Erythrocebus_patas_CERCOPITHECIDAE_PRIMATES,Erythrocebus patas,accepted_name,Cercopithecidae,Primates,1,0,
Eulemur fulvus,matched_direct,Eulemur_fulvus_LEMURIDAE_PRIMATES,Eulemur fulvus,accepted_name,Lemuridae,Primates,2,1,
Eulemur mongoz,matched_direct,Eulemur_mongoz_LEMURIDAE_PRIMATES,Eulemur mongoz,accepted_name,Lemuridae,Primates,1,0,
Felis catus,matched_direct,Felis_catus_FELIDAE_CARNIVORA,Felis catus,accepted_name,Felidae,Carnivora,1,1,
Fukomys anselli,absent_from_tree,,,,Bathyergidae,Rodentia,2,0,no candidate spelling occurs in the source tree
Fukomys damarensis,matched_direct,Fukomys_damarensis_BATHYERGIDAE_RODENTIA,Fukomys damarensis,accepted_name,Bathyergidae,Rodentia,2,0,
Fukomys darlingi,matched_direct,Fukomys_darlingi_BATHYERGIDAE_RODENTIA,Fukomys darlingi,accepted_name,Bathyergidae,Rodentia,2,0,
Fukomys mechowii,matched_synonym,Fukomys_mechowi_BATHYERGIDAE_RODENTIA,Fukomys mechowi,verified_bridge,Bathyergidae,Rodentia,3,0,orthographic variant of the epithet; cf. Wilman_etal_2014 README (mechowii/mechowi)
Galago senegalensis,matched_direct,Galago_senegalensis_GALAGIDAE_PRIMATES,Galago senegalensis,accepted_name,Galagidae,Primates,1,0,
Galagoides demidoff,matched_synonym,Galagoides_demidovii_GALAGIDAE_PRIMATES,Galagoides demidovii,verified_bridge,Galagidae,Primates,3,1,orthographic variant of the epithet
Galemys pyrenaicus,matched_direct,Galemys_pyrenaicus_TALPIDAE_EULIPOTYPHLA,Galemys pyrenaicus,accepted_name,Talpidae,Eulipotyphla,1,0,
Galictis vittatus,matched_synonym,Galictis_vittata_MUSTELIDAE_CARNIVORA,Galictis vittata,verified_bridge,Mustelidae,Carnivora,2,0,gender agreement of the epithet; bridge already documented in Wilman_etal_2014 README
Georychus capensis,matched_direct,Georychus_capensis_BATHYERGIDAE_RODENTIA,Georychus capensis,accepted_name,Bathyergidae,Rodentia,1,0,
Giraffa camelopardalis,matched_direct,Giraffa_camelopardalis_GIRAFFIDAE_CETARTIODACTYLA,Giraffa camelopardalis,accepted_name,Giraffidae,Artiodactyla,1,0,
Gorilla gorilla,matched_direct,Gorilla_gorilla_HOMINIDAE_PRIMATES,Gorilla gorilla,accepted_name,Hominidae,Primates,1,0,
Gorilla sp.,unresolvable_placeholder,,,,Hominidae,Primates,0,0,genus-level name: no single tip can represent it
Heliophobius argenteocinereus,matched_direct,Heliophobius_argenteocinereus_BATHYERGIDAE_RODENTIA,Heliophobius argenteocinereus,accepted_name,Bathyergidae,Rodentia,1,0,
Hemicentetes semispinosus,matched_direct,Hemicentetes_semispinosus_TENRECIDAE_AFROSORICIDA,Hemicentetes semispinosus,accepted_name,Tenrecidae,Afrosoricida,1,0,
Hemiechinus auritus,matched_direct,Hemiechinus_auritus_ERINACEIDAE_EULIPOTYPHLA,Hemiechinus auritus,accepted_name,Erinaceidae,Eulipotyphla,1,0,
Heterocephalus glaber,matched_direct,Heterocephalus_glaber_HETEROCEPHALIDAE_RODENTIA,Heterocephalus glaber,accepted_name,Bathyergidae,Rodentia,1,0,
Homo sapiens,matched_direct,Homo_sapiens_HOMINIDAE_PRIMATES,Homo sapiens,accepted_name,Hominidae,Primates,1,0,
Hyaena hyaena,matched_direct,Hyaena_hyaena_HYAENIDAE_CARNIVORA,Hyaena hyaena,accepted_name,Hyaenidae,Carnivora,1,0,
Hydrochoerus hydrochaeris,matched_direct,Hydrochoerus_hydrochaeris_CAVIIDAE_RODENTIA,Hydrochoerus hydrochaeris,accepted_name,Hydrochaeridae,Rodentia,1,0,
Hylobates lar,matched_direct,Hylobates_lar_HYLOBATIDAE_PRIMATES,Hylobates lar,accepted_name,Hylobatidae,Primates,1,0,
Hylobates muelleri,matched_direct,Hylobates_muelleri_HYLOBATIDAE_PRIMATES,Hylobates muelleri,accepted_name,Hylobatidae,Primates,1,0,
Hylomys suillus,matched_direct,Hylomys_suillus_ERINACEIDAE_EULIPOTYPHLA,Hylomys suillus,accepted_name,Erinaceidae,Eulipotyphla,1,0,
Hypsignathus monstrosus,matched_direct,Hypsignathus_monstrosus_PTEROPODIDAE_CHIROPTERA,Hypsignathus monstrosus,accepted_name,Pteropodidae,Chiroptera,1,0,
Indri indri,matched_direct,Indri_indri_INDRIIDAE_PRIMATES,Indri indri,accepted_name,Indriidae,Primates,1,0,
Lagothrix lagothricha,matched_synonym,Lagothrix_lagotricha_ATELIDAE_PRIMATES,Lagothrix lagotricha,species_key_variant,Atelidae,Primates,3,0,orthographic variant
Lama glama,matched_direct,Lama_glama_CAMELIDAE_CETARTIODACTYLA,Lama glama,accepted_name,Camelidae,Artiodactyla,1,0,
Lemur catta,matched_direct,Lemur_catta_LEMURIDAE_PRIMATES,Lemur catta,accepted_name,Lemuridae,Primates,1,0,
Leontopithecus rosalia,matched_direct,Leontopithecus_rosalia_CALLITRICHIDAE_PRIMATES,Leontopithecus rosalia,accepted_name,Cebidae,Primates,1,0,
Lepilemur ruficaudatus,matched_direct,Lepilemur_ruficaudatus_LEPILEMURIDAE_PRIMATES,Lepilemur ruficaudatus,accepted_name,Lepilemuridae,Primates,1,0,
Lophocebus albigena,matched_direct,Lophocebus_albigena_CERCOPITHECIDAE_PRIMATES,Lophocebus albigena,accepted_name,Cercopithecidae,Primates,2,0,
Loris tardigradus,matched_direct,Loris_tardigradus_LORISIDAE_PRIMATES,Loris tardigradus,accepted_name,Lorisidae,Primates,1,1,
Loxodonta africana,matched_direct,Loxodonta_africana_ELEPHANTIDAE_PROBOSCIDEA,Loxodonta africana,accepted_name,Elephantidae,Proboscidea,1,0,
Macaca fascicularis,matched_direct,Macaca_fascicularis_CERCOPITHECIDAE_PRIMATES,Macaca fascicularis,accepted_name,Cercopithecidae,Primates,1,0,
Macaca maura,matched_direct,Macaca_maura_CERCOPITHECIDAE_PRIMATES,Macaca maura,accepted_name,Cercopithecidae,Primates,1,0,
Macaca mulatta,matched_direct,Macaca_mulatta_CERCOPITHECIDAE_PRIMATES,Macaca mulatta,accepted_name,Cercopithecidae,Primates,2,0,
Macaca nemestrina,matched_direct,Macaca_nemestrina_CERCOPITHECIDAE_PRIMATES,Macaca nemestrina,accepted_name,Cercopithecidae,Primates,1,0,
Macaca radiata,matched_direct,Macaca_radiata_CERCOPITHECIDAE_PRIMATES,Macaca radiata,accepted_name,Cercopithecidae,Primates,1,0,
Macronycteris commersoni,matched_synonym,Hipposideros_commersoni_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros commersoni,verified_bridge,Hipposideridae,Chiroptera,2,0,Macronycteris split from Hipposideros (Foley et al. 2017); bridge already documented in Wilman_etal_2014 README
Macropus fuliginosus,matched_direct,Macropus_fuliginosus_MACROPODIDAE_DIPROTODONTIA,Macropus fuliginosus,accepted_name,Macropodidae,Diprotodontia,1,0,
Mandrillus sphinx,matched_direct,Mandrillus_sphinx_CERCOPITHECIDAE_PRIMATES,Mandrillus sphinx,accepted_name,Cercopithecidae,Primates,1,0,
Marmosa mitis,absent_from_tree,,,,Didelphidae,Didelphimorphia,1,0,no candidate spelling occurs in the source tree
Marmosops incanus,matched_direct,Marmosops_incanus_DIDELPHIDAE_DIDELPHIMORPHIA,Marmosops incanus,accepted_name,Didelphidae,Didelphimorphia,1,0,
Megaloglossus woermanni,matched_direct,Megaloglossus_woermanni_PTEROPODIDAE_CHIROPTERA,Megaloglossus woermanni,accepted_name,Pteropodidae,Chiroptera,1,0,
Mesocricetus auratus,matched_direct,Mesocricetus_auratus_CRICETIDAE_RODENTIA,Mesocricetus auratus,accepted_name,Cricetidae,Rodentia,1,0,
Metachirus nudicaudatus,matched_direct,Metachirus_nudicaudatus_DIDELPHIDAE_DIDELPHIMORPHIA,Metachirus nudicaudatus,accepted_name,Didelphidae,Didelphimorphia,1,0,
Microcebus murinus,matched_direct,Microcebus_murinus_CHEIROGALEIDAE_PRIMATES,Microcebus murinus,accepted_name,Cheirogaleidae,Primates,1,0,
Microgale cowani,matched_direct,Microgale_cowani_TENRECIDAE_AFROSORICIDA,Microgale cowani,accepted_name,Tenrecidae,Afrosoricida,1,0,
Microgale mergulus,matched_synonym,Limnogale_mergulus_TENRECIDAE_AFROSORICIDA,Limnogale mergulus,verified_bridge,Tenrecidae,Afrosoricida,2,0,"web-footed tenrec; Limnogale sunk into Microgale/Nesogale (Everson et al. 2016), Upham retains Limnogale"
Micropotamogale lamottei,matched_direct,Micropotamogale_lamottei_TENRECIDAE_AFROSORICIDA,Micropotamogale lamottei,accepted_name,Tenrecidae,Afrosoricida,1,0,
Micropotamogale ruwenzorii,absent_from_tree,,,,Tenrecidae,Afrosoricida,1,0,no candidate spelling occurs in the source tree
Microsorex hoyi,matched_synonym,Sorex_hoyi_SORICIDAE_EULIPOTYPHLA,Sorex hoyi,mdd_accepted_name,Soricidae,Soricomorpha,2,0,Mammal Diversity Database name; Upham 2019 tips follow MDD
Miniopterus schreibersii,matched_direct,Miniopterus_schreibersii_VESPERTILIONIDAE_CHIROPTERA,Miniopterus schreibersii,accepted_name,Miniopteridae,Chiroptera,1,0,
Miopithecus talapoin,matched_direct,Miopithecus_talapoin_CERCOPITHECIDAE_PRIMATES,Miopithecus talapoin,accepted_name,Cercopithecidae,Primates,2,0,
Mops pumilus,matched_synonym,Chaerephon_pumilus_MOLOSSIDAE_CHIROPTERA,Chaerephon pumilus,verified_bridge,Molossidae,Chiroptera,2,0,Mops/Chaerephon reassignment; bridge already documented in Wilman_etal_2014 README
Mungos mungo,matched_direct,Mungos_mungo_HERPESTIDAE_CARNIVORA,Mungos mungo,accepted_name,Herpestidae,Carnivora,1,0,
Mus musculus,matched_direct,Mus_musculus_MURIDAE_RODENTIA,Mus musculus,accepted_name,Muridae,Rodentia,1,0,
Mustela erminea,matched_direct,Mustela_erminea_MUSTELIDAE_CARNIVORA,Mustela erminea,accepted_name,Mustelidae,Carnivora,1,0,
Mustela putorius,matched_direct,Mustela_putorius_MUSTELIDAE_CARNIVORA,Mustela putorius,accepted_name,Mustelidae,Carnivora,1,0,
Mustela putorius furo,subspecies_of_matched_species,,,subspecies_parent,Mustelidae,Carnivora,2,0,"parent species tip is held by Mustela putorius; a species-level tree cannot separate them, so this row is excluded from PGLS rather than duplicating the tip"
Mustela vison,matched_synonym,Neovison_vison_MUSTELIDAE_CARNIVORA,Neovison vison,verified_bridge,Mustelidae,Carnivora,2,0,Neovison split from Mustela (Wozencraft 2005); bridge already documented in Wilman_etal_2014 README
Myosorex babaulti,matched_direct,Myosorex_babaulti_SORICIDAE_EULIPOTYPHLA,Myosorex babaulti,accepted_name,Soricidae,Eulipotyphla,1,0,
Myoxus glis,matched_synonym,Glis_glis_GLIRIDAE_RODENTIA,Glis glis,species_key_variant,Gliridae,Rodentia,2,0,"same epithet, generic reassignment (Glis <-> Myoxus)"
Myrmecophaga tridactyla,matched_direct,Myrmecophaga_tridactyla_MYRMECOPHAGIDAE_PILOSA,Myrmecophaga tridactyla,accepted_name,Myrmecophagidae,Pilosa,1,0,
Nasalis larvatus,matched_direct,Nasalis_larvatus_CERCOPITHECIDAE_PRIMATES,Nasalis larvatus,accepted_name,Cercopithecidae,Primates,1,0,
Nasua narica,matched_direct,Nasua_narica_PROCYONIDAE_CARNIVORA,Nasua narica,accepted_name,Procyonidae,Carnivora,1,0,
Neomys fodiens,matched_direct,Neomys_fodiens_SORICIDAE_EULIPOTYPHLA,Neomys fodiens,accepted_name,Soricidae,Eulipotyphla,1,0,
Nesogale dobsoni,absent_from_tree,,,,Tenrecidae,Afrosoricida,2,0,no candidate spelling occurs in the source tree
Nesogale talazaci,matched_synonym,Microgale_talazaci_TENRECIDAE_AFROSORICIDA,Microgale talazaci,species_key_variant,Tenrecidae,Afrosoricida,2,0,"same epithet, generic reassignment (Microgale <-> Nesogale)"
Notamacropus parma,matched_synonym,Macropus_parma_MACROPODIDAE_DIPROTODONTIA,Macropus parma,species_key_variant,Macropodidae,Diprotodontia,2,0,"same epithet, generic reassignment (Macropus <-> Notamacropus)"
Notamacropus rufogriseus,matched_synonym,Macropus_rufogriseus_MACROPODIDAE_DIPROTODONTIA,Macropus rufogriseus,species_key_variant,Macropodidae,Diprotodontia,2,0,"same epithet, generic reassignment (Macropus <-> Notamacropus)"
Nycticebus coucang,matched_direct,Nycticebus_coucang_LORISIDAE_PRIMATES,Nycticebus coucang,accepted_name,Lorisidae,Primates,1,0,
Odocoileus virginianus,matched_direct,Odocoileus_virginianus_CERVIDAE_CETARTIODACTYLA,Odocoileus virginianus,accepted_name,Cervidae,Artiodactyla,1,0,
Oryctolagus cuniculus,matched_direct,Oryctolagus_cuniculus_LEPORIDAE_LAGOMORPHA,Oryctolagus cuniculus,accepted_name,Leporidae,Lagomorpha,1,0,
Oryzorictes hova,matched_direct,Oryzorictes_hova_TENRECIDAE_AFROSORICIDA,Oryzorictes hova,accepted_name,Tenrecidae,Afrosoricida,1,1,
Osphranter rufus,matched_synonym,Macropus_rufus_MACROPODIDAE_DIPROTODONTIA,Macropus rufus,verified_bridge,Macropodidae,Diprotodontia,2,0,Osphranter raised from Macropus subgenus (Celik et al. 2019); Upham predates the split
Otolemur crassicaudatus,matched_direct,Otolemur_crassicaudatus_GALAGIDAE_PRIMATES,Otolemur crassicaudatus,accepted_name,Galagidae,Primates,2,0,
Otolemur garnettii,matched_direct,Otolemur_garnettii_GALAGIDAE_PRIMATES,Otolemur garnettii,accepted_name,Galagidae,Primates,1,0,
Pan paniscus,matched_direct,Pan_paniscus_HOMINIDAE_PRIMATES,Pan paniscus,accepted_name,Hominidae,Primates,1,0,
Pan troglodytes,matched_direct,Pan_troglodytes_HOMINIDAE_PRIMATES,Pan troglodytes,accepted_name,Hominidae,Primates,1,0,
Panthera leo,matched_direct,Panthera_leo_FELIDAE_CARNIVORA,Panthera leo,accepted_name,Felidae,Carnivora,1,0,
Papio anubis,matched_direct,Papio_anubis_CERCOPITHECIDAE_PRIMATES,Papio anubis,accepted_name,Cercopithecidae,Primates,1,0,
Papio cynocephalus,matched_direct,Papio_cynocephalus_CERCOPITHECIDAE_PRIMATES,Papio cynocephalus,accepted_name,Cercopithecidae,Primates,1,0,
Papio hamadryas,matched_direct,Papio_hamadryas_CERCOPITHECIDAE_PRIMATES,Papio hamadryas,accepted_name,Cercopithecidae,Primates,1,0,
Parascalops breweri,matched_direct,Parascalops_breweri_TALPIDAE_EULIPOTYPHLA,Parascalops breweri,accepted_name,Talpidae,Eulipotyphla,1,0,
Perodicticus potto,matched_direct,Perodicticus_potto_LORISIDAE_PRIMATES,Perodicticus potto,accepted_name,Lorisidae,Primates,1,0,
Petrodromus tetradactylus,matched_direct,Petrodromus_tetradactylus_MACROSCELIDIDAE_MACROSCELIDEA,Petrodromus tetradactylus,accepted_name,Macroscelididae,Macroscelidea,1,0,
Piliocolobus badius,matched_synonym,Procolobus_badius_CERCOPITHECIDAE_PRIMATES,Procolobus badius,species_key_variant,Cercopithecidae,Primates,3,0,"same epithet, generic reassignment (Procolobus <-> Piliocolobus)"
Pithecia monachus,matched_direct,Pithecia_monachus_PITHECIIDAE_PRIMATES,Pithecia monachus,accepted_name,Pitheciidae,Primates,1,1,
Pithecia pithecia,matched_direct,Pithecia_pithecia_PITHECIIDAE_PRIMATES,Pithecia pithecia,accepted_name,Pitheciidae,Primates,1,0,
Pongo pygmaeus,matched_direct,Pongo_pygmaeus_HOMINIDAE_PRIMATES,Pongo pygmaeus,accepted_name,Hominidae,Primates,1,0,
Pongo sp.,unresolvable_placeholder,,,,Hominidae,Primates,0,0,genus-level name: no single tip can represent it
Potamogale velox,matched_direct,Potamogale_velox_TENRECIDAE_AFROSORICIDA,Potamogale velox,accepted_name,Tenrecidae,Afrosoricida,1,0,
Potos flavus,matched_direct,Potos_flavus_PROCYONIDAE_CARNIVORA,Potos flavus,accepted_name,Procyonidae,Carnivora,1,0,
Procavia capensis,matched_direct,Procavia_capensis_PROCAVIIDAE_HYRACOIDEA,Procavia capensis,accepted_name,Procaviidae,Hyracoidea,1,0,
Procyon lotor,matched_direct,Procyon_lotor_PROCYONIDAE_CARNIVORA,Procyon lotor,accepted_name,Procyonidae,Carnivora,1,0,
Proechimys guyannensis,matched_direct,Proechimys_guyannensis_ECHIMYIDAE_RODENTIA,Proechimys guyannensis,accepted_name,Echimyidae,Rodentia,1,0,
Propithecus verreauxi,matched_direct,Propithecus_verreauxi_INDRIIDAE_PRIMATES,Propithecus verreauxi,accepted_name,Indriidae,Primates,1,0,
