"search_id","ID","type","Reference","SpeciesName_Reported","CommonName_Reported","N","EEG","Telemetry","Twenty_four_hour","Light","Adaptation","Diet","Temperature","Restraint","Behavioural","Total_lab_condition_score","Total_daily_sleep","Sleep_time_adjusted_for_drowsiness","Daily_PS_time","Quiet_sleep_time","Sleep_cycle_length","Number_of_animals_in_calculated_mean","Animals_sampled","Sex","Age_class_reported","Absolute_age_reported","Hayssen_age_class","Summary_age_class","Monophasic_polyphasic","Data_entered_by","Notes_Misc","Error","Error_Note","Total_daily_sleep_time_in_water","Total_daily_sleep_time_on_land","Daily_PS_time_in_water","Daily_PS_time_on_land","Daily_PS_time_in_water_bihemispheric","Daily_PS_time_on_land_bihemispheric","Quiet_sleep_time_on_land_bihemispheric","Quiet_sleep_time_in_water_bihemispheric","Bilateral_desynchronization","Unilateral_synchronization","Bilateral_synchronization","USWS","BSWS","ASWS","Quiet_sleep_time_in_water","Quiet_sleep_time_on_land","Full_Reference","PDF","Paper_photocopied","Type_of_paper","Data_came_from","Foreign_language","Post1988"
"119","","Land","Gonzalez Et Al., 1979","Macaca Sylvana","Not Given In Paper","8","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","Yes","0","9","11.742","N/A","1.0667","10.675","31.1","8","8","Mix","Adult","4-6 Y","Adult","Adult","N/A","EH","Male And Female; 4 Of Each; Data Not Separated By Sex","","","","","","","","","","","","","","","","","","","Gonzalez, F. F., Zaplana, J., Ruiz De Elvira, C., & Delgado, J. M. (1979). Nocturnal And Diurnal Sleep In Macaca Sylvana. Electroencephalography & Clinical Neurophysiology, 46(1), 13-28. 

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"182","","Land","Miller & South, 1981","Marmota Flaviventris","Yellow Bellied Marmot","7","Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","1","9","3.92","N/A","0.58","3.34","N/A","7","7","Mix","Adult","N/A","N/A","Adult","N/A","IC","Animals Were Entering Hibernation And Temperatures Varied; Total Recording Time Is 5.4 Hours (page 991) - IC Calculated The Quotas, EH Checked The Lab Scores","","","","","","","","","","","","","","","","","","","Miller, V. M., & South, F. E. (1981). Entry Into Hibernation In M. Flaviventris: Sleep And Behavioral Thermoregulation. Physiology & Behavior, 27(6), 989-993. ","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"242","","Land","Susic & Masirevic, 1986","Meriones Unguiculatus","Mongolian Gerbil","9","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0","10","13.066","N/A","1.1817","5.9831","7.8","9","9","Mix","Adult","1 Year","Adult","Adult","N/A","EH","Both Sexes; Sleep Data Based On Average Of Light And Dark Cycles; Data Not Separated According To Sex; Species More Active At Transitions Between Light And Dark","","","","","","","","","","","","","","","","","","","Susic, V., & Masirevic, G. (1986). Sleep Patterns In The Mongolian Gerbil (Meriones Unguilculatus). Physiology & Behavior, 37, 257-261. ","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"132","","Land","Jha Et Al., 2006","Mustela Putorius Furo","Ferret","8","Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","N/A","0","9","15.266","N/A","4.7532","10.513","N/A","8","8","Mix","N/A","3-5 Months And 21 Months","Adult & Juvenile","Adult & Juvenile","Poly","EH","Data Averaged For Males And Females; 7 Subjects 3-5 Months. 1 Female 21 Months; Juv Or Adult Not Said Explicitly","","","","","","","","","","","","","","","","","","","Jha, S. K., Coleman, T., & Frank, M. G. (2006). Sleep And Sleep Regulation In The Ferret (Mustela Putorius Furo). Behavioural Brain Research, 172, 106-113.

","No","Yes","Scientific Paper","Not from Zepelin","No","Yes"
"330","","Land","Hanninen Et Al., 2008","N/A","Calves","6","Yes","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","No","Normal","No","No","1","8","5.04","N/A","2.24","2.8","N/A","6","6","Mix","N/A","97 Days","N/A","N/A","N/A","EH","Data Are Taken From Table 5, P. 244. We Used The Eletrophysiological Measures. The Actual Recording Time In The Study Was 9:00-14:30 Hours And 16:30-7:00 Hours (20 Hours). There Were 3 Males And 3 Females, But The Sleep Data Were Not Separated According To Sex.","","","","","","","","","","","","","","","","","","","Hanninen, L., Makela, J. P., Rushen, J., De Passille, A. M., & Saloniemi, H. (2008). Assessing Sleep State In Calves Through Electrophysiological And Behavioural Recordings: A Preliminary Study. Applied Animal Behaviour Science, 111, 235-250.","Yes","Yes","Scientific Paper","Not from Zepelin","No","Yes"
"250","","Land","Tenaza Et Al., 1969","Nycticebus Coucang","Slow Loris","6","No","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","1","7","11","N/A","N/A","N/A","N/A","6","6","Mix","Adult",">3 Months","N/A","Unclassified","Mono","EH","Reports Sleeping Posture; Only Able To Calculate TST Because Said Slept From One Time To The Next,. Which Totaled 11 Hours; No Other Sleep Data Available; Age Absolute Reported As At Least 3 Months","","","","","","","","","","","","","","","","","","","Tenaza, R., Ross, B. A., Tanticharoenyos, P., & Berkson, G. (1969). Individual 
Behaviour And Activity Rhythms Of Captive Slow Lorises (Nycticebus Coucang).  
Animal Behavior, 17, 664-669.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"103","","Land","Fischer Et Al., 1980","Octodon Degus","Hystricomorph Rodent","8","No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","9","6.12","N/A","N/A","N/A","N/A","8","8","Mix","Adult","N/A","N/A","Adult","N/A","EH","Both Sexes Combined For Adults","","","","","","","","","","","","","","","","","","","Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"100","","Land","Fischer Et Al., 1980","Octodon Degus","Hystricomorph Rodent","8","No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","9","6","N/A","N/A","N/A","N/A","8","8","Mix","Infant","1 Week","Infant","Infant","N/A","EH","Both Sexes Combined For Infants","","","","","","","","","","","","","","","","","","","Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275.

","No","Yes","Scientific Paper","Not from Zepelin","No","No"
"107","","Marine","Flanigan, 1975A","Orcinus Orca","Killer Whale","2","No","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","Yes","Normal","No","No","1","8","1.3","N/A","N/A","N/A","9.6","2","2","Mix","N/A","7-12 Years","Adult","Adult","N/A","EH","Male And Female; 1 Of Each; No Sleep Quotas; Behavioral Data Reported Only;  Current Data From Campbell & Tobler,. 1984; 12-13 Hr Recording Period; Does Not Specify If 7 Years Old Is An Adult Or Juv","","","","","","","","","","","","","","","","","","","Flanigan, W. F. (1975a). More Nocturnal Observations Of Captive Small Cetaceans. I. The Killer Whale, Orcinus Orca [Abstract]. Sleep Research, 4, 139.  ","No","Yes","Abstract","Not from Zepelin","No","No"
"227","","Land","Siegel Et Al., 1999","Ornithorhynchus Anatinus","Duck-billed Platypus","4","Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","No","Normal","No","No","1","12","14.2","N/A","5.4","8.2","N/A","4","4","Mix","Adult","N/A","N/A","Adult","N/A","EH","Avg. Of Low And High Voltage; Combined Male And Female; 1 Male. 3 Female; See Table 1 About TS; Data Are Not Separated According To Sex","","","","","","","","","","","","","","","","","","","Siegel, J. M., Manger, P. R., Nienhuis, R., Fahringer, H. M., Shalita, T., & Pettigrew, J. D. (1999). Sleep In The Platypus. Neuroscience, 91(1), 391-400.

","Yes","Yes","Scientific Paper","Not from Zepelin","No","Yes"
"175","","Marine","Lyamin, 1993","Pagophilus Groenlandica","Harp Seal","4","Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1","13","5.928","N/A","0.768","5.16","N/A","4","4","Mix","Young","3-5 Months","Juvenile","Juvenile","N/A","EH","Sea Mammals; Data Are For Combined Males And Females; Data Are Separated By Sex; Paper Does Not Specify Adult Or Juv; States Young Harp Seals; On Land Only","","","","","","","","","","","","","","","","","","","Lyamin, O. I. (1993). Sleep In The Harp Seal (Pagophilus Groenlandica). Comparisons Of Sleep On Land And In Water. Journal Of Sleep Research, 2, 170-174.  

","No","Yes","Scientific Paper","Not from Zepelin","No","Yes"
