"item","printed_label","taxon_in_source","value_kind","record_type","specimen_kind","taxon_concept","reassignable","hazard","note"
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Saguinus oedipus (Frahm code 0164)","Saguinus oedipus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0164; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Callimico goeldi (Frahm code 0165)","Callimico goeldi","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0165; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Cebus albifrons (Frahm code 0166)","Cebus albifrons","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0166; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Cebus albifrons (Frahm code 0167)","Cebus albifrons","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0167; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Aotus trivirgatus (Frahm code 0168)","Aotus trivirgatus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0168; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Aotus trivirgatus (Frahm code 0169)","Aotus trivirgatus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0169; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Aotus trivirgatus (Frahm code 0170)","Aotus trivirgatus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0170; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Aotus trivirgatus (Frahm code 0171)","Aotus trivirgatus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0171; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Aotus trivirgatus (Frahm code 0172)","Aotus trivirgatus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0172; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Callicebus moloch (Frahm code 0173)","Callicebus moloch","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0173; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Callicebus moloch (Frahm code 0174)","Callicebus moloch","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0174; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Saimiri sciureus (Frahm code 0175)","Saimiri sciureus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0175; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Pithecia monachus (Frahm code 0176)","Pithecia monachus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0176; already present in specimen_crosswalk_restricted.csv (match=matched)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Pithecia monachus (Frahm code 0177)","Pithecia monachus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0177; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Alouatta seniculus (Frahm code 0178)","Alouatta seniculus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0178; already present in specimen_crosswalk_restricted.csv (match=Frahm-only)."
"Frahm_Stephan_individuals.csv (restricted scan + transcription)","Alouatta seniculus (Frahm code 0179)","Alouatta seniculus","specimen catalogue number, private scan page","specimen","historical_biological_specimen","","NO - restricted only (also has a public route; see matching Smaers/de Sousa audit row)","No public source establishes this individual at all; identity and taxon rest entirely on the unpublished Frahm scan/workbook. Must not be copied into the public crosswalk.","Restricted canonical STEPHAN-FRAHM-0179; already present in specimen_crosswalk_restricted.csv (match=matched)."
