"item","printed_label","taxon_in_source","value_kind","record_type","specimen_kind","taxon_concept","reassignable","hazard","note"
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-011; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 11, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=10 wks crown_to_rump_mm=56 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-012; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 12, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=11 wks crown_to_rump_mm=45 crown_to_heel_mm=55 postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-013; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 13, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=11 wks crown_to_rump_mm=55 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-014; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 14, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=11 wks crown_to_rump_mm=55 crown_to_heel_mm=73 postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-015; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 15, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=11 wks crown_to_rump_mm=60 crown_to_heel_mm=82 postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-016; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 16, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=11 wks crown_to_rump_mm=60 crown_to_heel_mm=82 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-017; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 17, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=11 wks crown_to_rump_mm=64 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-018; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 18, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=12 wks crown_to_rump_mm=96 crown_to_heel_mm=130 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-019; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 19, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=12 wks crown_to_rump_mm=96 crown_to_heel_mm=130 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-020; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 20, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=13 wks crown_to_rump_mm=90 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-021; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 21, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=13 wks crown_to_rump_mm=80 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-022; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 22, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=13 wks crown_to_rump_mm=73 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-023; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 23, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=13 wks crown_to_rump_mm=60 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-024; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 24, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=14 wks crown_to_rump_mm=110 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-025; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 25, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=14 wks crown_to_rump_mm=79 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-026; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 26, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=14 wks crown_to_rump_mm=93 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-027; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 27, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=14 wks crown_to_rump_mm=51 crown_to_heel_mm=64 postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-028; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 28, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=14 wks crown_to_rump_mm=85 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-029; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 29, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=15 wks crown_to_rump_mm=98 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-030; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 30, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=16 wks crown_to_rump_mm=145 crown_to_heel_mm=210 postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-031; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 31, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=16 wks crown_to_rump_mm=108 crown_to_heel_mm=165 postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-032; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 32, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=145 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Transverse No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-033; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 33, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=115 crown_to_heel_mm=175 postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-034; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 34, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=140 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-035; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 35, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=170 crown_to_heel_mm=235 postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-036; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 36, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=140 crown_to_heel_mm=260 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-037; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 37, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=170 crown_to_heel_mm=255 postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-038; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 38, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=17 wks crown_to_rump_mm=145 crown_to_heel_mm=218 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-039; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 39, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=18 wks crown_to_rump_mm=145 crown_to_heel_mm=218 postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-040; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 40, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=18 wks crown_to_rump_mm=145 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-041; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 41, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=18 wks crown_to_rump_mm=160 crown_to_heel_mm=230 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-042; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 42, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=19 wks crown_to_rump_mm=150 crown_to_heel_mm=225 postnatal_survival=stillborn plane_of_section=Frontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-043; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 43, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=19 wks crown_to_rump_mm=145 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Sagittal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
"Fobbs_etal_2011_TableS1a.csv","Normative Control","Homo sapiens","specimen catalog entry, public supplementary table","specimen","historical_biological_specimen","","YES - specimen measurement","","canonical_specimen=FOBBS-YH-S1A-044; collection=Yakovlev-Haleem; match=Fobbs-only; Fobbs & Johnson 2011 TableS1a row 44, Yakovlev-Haleem Collection catalog listing (human embryo/fetal/perinatal series). diagnostic_category=Normative Control subcategory=embryos/fetuses gestational_age=19 wks crown_to_rump_mm=148 crown_to_heel_mm=unknown postnatal_survival=stillborn plane_of_section=Horizontal No individual catalog/accession number is printed in this table; identity rests solely on table row position within the published supplement. No private evidence used."
